Fecha,Almacen,Categoria,Sub_categoria1,Sub_categoria2,Sub_categoria3,Sub_categoria4,Sub_categoria5,Nombre,Marca,Referencia,Url,Item_id,Url_Comentarios,Url_Interacciones,Precio_hoy,Vendidos,Tienda,Comentarios,Calificacion
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,amazfit,,reloj inteligente smartwatch amazfit bip u original,amazfit,bip u,https://articulo.mercadolibre.com.co/MCO-617869430-reloj-inteligente-smartwatch-amazfit-bip-u-original-_JM,MCO617869430,,,215000,5,,28,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,correa banda manilla pulso para deporte xiaomi mi band 3 o 4,dtek,mi band 3/4,https://articulo.mercadolibre.com.co/MCO-579515297-correa-banda-manilla-pulso-para-deporte-xiaomi-mi-band-3-o-4-_JM,MCO579515297,,,9000,25,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,mibro,,reroj inteligente xiaomi mibro air version global,mibro,mibro air,https://articulo.mercadolibre.com.co/MCO-634429863-reroj-inteligente-xiaomi-mibro-air-version-global-_JM,MCO634429863,,https://articulo.mercadolibre.com.co/noindex/questions/MCO634429863?,140771,10,,27,5
2021/08/18,Mercado Libre,Telefonia,relojes y joyas,repuestos para relojes,correas,,,correa pulso reloj garmin fenix 5x 5x plus 6x  fenix 3 3hr,generica,5x 5x plus 6x 6x pro fenix 3 3hr,https://articulo.mercadolibre.com.co/MCO-595379635-correa-pulso-reloj-garmin-fenix-5x-5x-plus-6x-fenix-3-3hr-_JM,MCO595379635,,https://articulo.mercadolibre.com.co/noindex/questions/MCO595379635?,27000,73,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,pulso magentico en acero milanese apple watch 42mm y 44mm,producto generico,para apple watch series: 1 2 3 4 5 y 6 para modelos de 42mm y 44mm,https://articulo.mercadolibre.com.co/MCO-501263163-pulso-magentico-en-acero-milanese-apple-watch-42mm-y-44mm-_JM,MCO501263163,,https://articulo.mercadolibre.com.co/noindex/questions/MCO501263163?,31990,18,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,smartwatch t80 reloj gratis manilla adicional oro rosa,t80,t80,https://articulo.mercadolibre.com.co/MCO-566517333-smartwatch-t80-reloj-gratis-manilla-adicional-oro-rosa-_JM,MCO566517333,,https://articulo.mercadolibre.com.co/noindex/questions/MCO566517333?,149999,75,,28,4
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,cargadores,,,cable de carga usb huawei honor band  4   honor band  5,generico para huawai,generico,https://articulo.mercadolibre.com.co/MCO-617412130-cable-de-carga-usb-huawei-honor-band-4-honor-band-5-_JM,MCO617412130,,https://articulo.mercadolibre.com.co/noindex/questions/MCO617412130?,16999,28,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,pulsos bandas para samsung 20mm  samsung amazfit huawei,sin marca,20 mm,https://articulo.mercadolibre.com.co/MCO-617543358-pulsos-bandas-para-samsung-20mm-samsung-amazfit-huawei-_JM,MCO617543358,,,24900,10,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,samsung,,correa pulsera banda acero samsung galaxy watch 42mm,samsung,watch 42mm,https://articulo.mercadolibre.com.co/MCO-538442034-correa-pulsera-banda-acero-samsung-galaxy-watch-42mm-_JM,MCO538442034,,https://articulo.mercadolibre.com.co/noindex/questions/MCO538442034?,69900,51,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj inteligente smart q12 kids  llamadas/ mensajes/ gps,q12,infantil,https://articulo.mercadolibre.com.co/MCO-595341046-reloj-inteligente-smart-q12-kids-llamadas-mensajes-gps-_JM,MCO595341046,,,104900,13,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,smart band reloj inteligente llamada bluetooth + manilla adi,m5,m5 pro,https://articulo.mercadolibre.com.co/MCO-594165619-smart-band-reloj-inteligente-llamada-bluetooth-manilla-adi-_JM,MCO594165619,,https://articulo.mercadolibre.com.co/noindex/questions/MCO594165619?,59900,59,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,protectores de pantalla,,,protector de pantalla tpu hidrogel para mi band 6/5/4,xiaomi,mi band 6/5/4,https://articulo.mercadolibre.com.co/MCO-621252169-protector-de-pantalla-tpu-hidrogel-para-mi-band-654-_JM,MCO621252169,,,5999,26,,,0
2021/08/18,Mercado Libre,Telefonia,relojes y joyas,relojes,smartwatches,,,reloj inteligente smart regalo cumpleanos dia hombre mujer,d18,d18 plus,https://articulo.mercadolibre.com.co/MCO-553964761-reloj-inteligente-smart-regalo-cumpleanos-dia-hombre-mujer-_JM,MCO553964761,,https://articulo.mercadolibre.com.co/noindex/questions/MCO553964761?,39900,104,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,smart watch  y68,smart watch,y68,https://articulo.mercadolibre.com.co/MCO-568562812-smart-watch-y68-_JM,MCO568562812,,https://articulo.mercadolibre.com.co/noindex/questions/MCO568562812?,35000,23,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,smartwatch hw22 plus wireless charging wearfit pro+obsequio,wearfit pro,hw22 plus,https://articulo.mercadolibre.com.co/MCO-637701833-smartwatch-hw22-plus-wireless-charging-wearfit-proobsequio-_JM,MCO637701833,,https://articulo.mercadolibre.com.co/noindex/questions/MCO637701833?,169900,7,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,m4,,smart band m4 reloj inteligente smartwatch regalo navidad,m4,m4 plus,https://articulo.mercadolibre.com.co/MCO-550612109-smart-band-m4-reloj-inteligente-smartwatch-regalo-navidad-_JM,MCO550612109,,,52800,9,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj brazalete inteligente m4 monitor ritmo cardiaco blueto,smart bracelet,smartband m4,https://articulo.mercadolibre.com.co/MCO-556475657-reloj-brazalete-inteligente-m4-monitor-ritmo-cardiaco-blueto-_JM,MCO556475657,,https://articulo.mercadolibre.com.co/noindex/questions/MCO556475657?,25490,51,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,protectores de pantalla,,,protector  por xiaomi mi watch lite vienen 2 unidades,xiaomi,mi watch lite,https://articulo.mercadolibre.com.co/MCO-603180784-protector-por-xiaomi-mi-watch-lite-vienen-2-unidades-_JM,MCO603180784,,https://articulo.mercadolibre.com.co/noindex/questions/MCO603180784?,11000,39,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,amazfit,,smartwatch amazfit gtr lite 47 mm aleacion aluminio nuevo,amazfit,lite,https://articulo.mercadolibre.com.co/MCO-572828769-smartwatch-amazfit-gtr-lite-47-mm-aleacion-aluminio-nuevo-_JM,MCO572828769,,https://articulo.mercadolibre.com.co/noindex/questions/MCO572828769?,389999,9,,17,4
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,smartwatch reloj brazalete inteligente m5,m5,2021,https://articulo.mercadolibre.com.co/MCO-603572356-smartwatch-reloj-brazalete-inteligente-m5-_JM,MCO603572356,,,31900,5,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,smartwatch gps reloj inteligente sumergible control musica,es generico,nuevo,https://articulo.mercadolibre.com.co/MCO-522716785-smartwatch-gps-reloj-inteligente-sumergible-control-musica-_JM,MCO522716785,,https://articulo.mercadolibre.com.co/noindex/questions/MCO522716785?,149800,19,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,huawei,,reloj huawei watch fit elegant,huawei,stiab29,https://articulo.mercadolibre.com.co/MCO-634581630-reloj-huawei-watch-fit-elegant-_JM,MCO634581630,,,499400,1,,97,4
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,cargadores,,,cargador reemplazo huawei honor band 5/4/3/2 b29 band5 band4,,huawei honor band 5/4/3/2 b29 band5 band4 band3 pro eris watch,https://articulo.mercadolibre.com.co/MCO-603594949-cargador-reemplazo-huawei-honor-band-5432-b29-band5-band4-_JM,MCO603594949,,,15990,21,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,samsung,,reloj samsung galaxy watch active 2 44mm acero inoxidable,samsung,active 2,https://articulo.mercadolibre.com.co/MCO-595143588-reloj-samsung-galaxy-watch-active-2-44mm-acero-inoxidable-_JM,MCO595143588,,https://articulo.mercadolibre.com.co/noindex/questions/MCO595143588?,1499900,20,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,protectores de pantalla,,,protector carcasa para samsung watch 3 41 / 45mm + vidriox 2,generica,samsung watch 3,https://articulo.mercadolibre.com.co/MCO-618861905-protector-carcasa-para-samsung-watch-3-41-45mm-vidriox-2-_JM,MCO618861905,,,36990,15,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,generica,,manilla pulso correa de nylon para mi band 3 y 4,generica,mi band 3/4/5,https://articulo.mercadolibre.com.co/MCO-556493429-manilla-pulso-correa-de-nylon-para-mi-band-3-y-4-_JM,MCO556493429,,https://articulo.mercadolibre.com.co/noindex/questions/MCO556493429?,10990,56,,5,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,blulory,,reloj inteligente smartwatch blulory glifo 5 pro origina,blulory,glifo 5 pro,https://articulo.mercadolibre.com.co/MCO-614235033-reloj-inteligente-smartwatch-blulory-glifo-5-pro-origina-_JM,MCO614235033,,,159000,3,,5,4
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,generica,,funda protectora para apple watch de 40 42 y 44mm,generica,watch,https://articulo.mercadolibre.com.co/MCO-583895537-funda-protectora-para-apple-watch-de-40-42-y-44mm-_JM,MCO583895537,,https://articulo.mercadolibre.com.co/noindex/questions/MCO583895537?,12000,16,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj north edge inteligente deportivo gps altimetro llamada,north edge,x trek 3,https://articulo.mercadolibre.com.co/MCO-601454834-reloj-north-edge-inteligente-deportivo-gps-altimetro-llamada-_JM,MCO601454834,,https://articulo.mercadolibre.com.co/noindex/questions/MCO601454834?,389000,3,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,protectores de pantalla,,,vidrio pantalla 3d transp biselado apple 40mm se serie 6,icenter,40 mm  apple watch se / apple watch serie 6,https://articulo.mercadolibre.com.co/MCO-596239318-vidrio-pantalla-3d-transp-biselado-apple-40mm-se-serie-6-_JM,MCO596239318,,,15000,43,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,brazalete inteligente pulsera reloj contador pasos calorias,smart bracelet,bracelet deportivo,https://articulo.mercadolibre.com.co/MCO-598882275-brazalete-inteligente-pulsera-reloj-contador-pasos-calorias-_JM,MCO598882275,,https://articulo.mercadolibre.com.co/noindex/questions/MCO598882275?,39990,149,,9,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,smartwatch w26 serie 6 aaa+ call obsequio correa metalizada,w26,2021,https://articulo.mercadolibre.com.co/MCO-601627424-smartwatch-w26-serie-6-aaa-call-obsequio-correa-metalizada-_JM,MCO601627424,,https://articulo.mercadolibre.com.co/noindex/questions/MCO601627424?,149999,19,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,brazalete pulso de acero inoxidable 38mm  42mm apple watch,unbranded,watch,https://articulo.mercadolibre.com.co/MCO-452091881-brazalete-pulso-de-acero-inoxidable-38mm-42mm-apple-watch-_JM,MCO452091881,,https://articulo.mercadolibre.com.co/noindex/questions/MCO452091881?,125000,12,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,correas,,,pulso garmin forerunner 35 correa reloj smartwatch repuesto,generica,garmin forerunner 35,https://articulo.mercadolibre.com.co/MCO-606502933-pulso-garmin-forerunner-35-correa-reloj-smartwatch-repuesto-_JM,MCO606502933,,,53700,18,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj inteligente 119 plus/ smart watch/smart bracelet,robtop,119 plus,https://articulo.mercadolibre.com.co/MCO-613467532-reloj-inteligente-119-plus-smart-watchsmart-bracelet-_JM,MCO613467532,,,38400,6,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,m4,,pulsera reloj mini band smartmedidor de pasos+ audifonos,m4,mi smart band 4,https://articulo.mercadolibre.com.co/MCO-634038345-pulsera-reloj-mini-band-smartmedidor-de-pasos-audifonos-_JM,MCO634038345,,,59900,4,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj inteligente smartwatch  para ninos,junior care,q15,https://articulo.mercadolibre.com.co/MCO-647968407-reloj-inteligente-smartwatch-para-ninos-_JM,MCO647968407,,,79999,4,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj inteligente negro smartwatch homologado  sim  sd,reloj inteligente,dz09,https://articulo.mercadolibre.com.co/MCO-532436188-reloj-inteligente-negro-smartwatch-homologado-sim-sd-_JM,MCO532436188,,https://articulo.mercadolibre.com.co/noindex/questions/MCO532436188?,64990,39,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,notocity  banda de silicona para samsung gear fit2 pro rep,notocity,fit 2 pro,https://articulo.mercadolibre.com.co/MCO-606558653-notocity-banda-de-silicona-para-samsung-gear-fit2-pro-rep-_JM,MCO606558653,,,96700,3,,43,4
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,correas,,,correa pulso para apple watch milanese 38/40mm 42/44mm,generico,milanese,https://articulo.mercadolibre.com.co/MCO-569816113-correa-pulso-para-apple-watch-milanese-3840mm-4244mm-_JM,MCO569816113,,https://articulo.mercadolibre.com.co/noindex/questions/MCO569816113?,22991,108,,4,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj inteligente smartwatch sumergible control musica gps,es generico,nuevo,https://articulo.mercadolibre.com.co/MCO-560837685-reloj-inteligente-smartwatch-sumergible-control-musica-gps-_JM,MCO560837685,,https://articulo.mercadolibre.com.co/noindex/questions/MCO560837685?,126000,39,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,pulsos bandas 20mm samsung sport active watch de 42mm,sin marca,20 mm,https://articulo.mercadolibre.com.co/MCO-558640315-pulsos-bandas-20mm-samsung-sport-active-watch-de-42mm-_JM,MCO558640315,,https://articulo.mercadolibre.com.co/noindex/questions/MCO558640315?,19900,44,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,pulso magnetico samsung gear s3 classic/frontier y watch,rcat,s3 classic frontier y watch 46mm,https://articulo.mercadolibre.com.co/MCO-454146424-pulso-magnetico-samsung-gear-s3-classicfrontier-y-watch-_JM,MCO454146424,,https://articulo.mercadolibre.com.co/noindex/questions/MCO454146424?,31990,59,,8,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,garmin,,funda garmin forerunner 35/30/approach s20 protector reloj,garmin,35,https://articulo.mercadolibre.com.co/MCO-606491079-funda-garmin-forerunner-3530approach-s20-protector-reloj-_JM,MCO606491079,,,39900,6,,6,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,protectores de pantalla,,,vidrio ceramico protector pantalla xiaomi mi band 5,generica,mi band 5,https://articulo.mercadolibre.com.co/MCO-587428658-vidrio-ceramico-protector-pantalla-xiaomi-mi-band-5-_JM,MCO587428658,,https://articulo.mercadolibre.com.co/noindex/questions/MCO587428658?,9900,130,,5,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,huawei,,protector huawei watch gt2 42mm funda con vidrio ceramico,huawei,gt 2,https://articulo.mercadolibre.com.co/MCO-613711510-protector-huawei-watch-gt2-42mm-funda-con-vidrio-ceramico-_JM,MCO613711510,,,16900,8,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,lemfo,,reloj inteligente m26 plus dos botones serie6 tipo hw22 plus,lemfo,m26 plus,https://articulo.mercadolibre.com.co/MCO-653033449-reloj-inteligente-m26-plus-dos-botones-serie6-tipo-hw22-plus-_JM,MCO653033449,,https://articulo.mercadolibre.com.co/noindex/questions/MCO653033449?,169900,5,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,huawei,,honor huawei mi band 4 pro,huawei,band 4 pro,https://articulo.mercadolibre.com.co/MCO-577807404-honor-huawei-mi-band-4-pro-_JM,MCO577807404,,https://articulo.mercadolibre.com.co/noindex/questions/MCO577807404?,255000,3,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj inteligente t500 smart watch correa intercambiable,smart watch,,https://articulo.mercadolibre.com.co/MCO-589364667-reloj-inteligente-t500-smart-watch-correa-intercambiable-_JM,MCO589364667,,https://articulo.mercadolibre.com.co/noindex/questions/MCO589364667?,75000,16,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,correas,,,correas manillas pulso  amazfit bip / bip s / gts,generica,generico,https://articulo.mercadolibre.com.co/MCO-581720602-correas-manillas-pulso-amazfit-bip-bip-s-gts-_JM,MCO581720602,,,16990,25,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj inteligente smartwatch b57 android ios  hombre mujer,ding,b57,https://articulo.mercadolibre.com.co/MCO-528175856-reloj-inteligente-smartwatch-b57-android-ios-hombre-mujer-_JM,MCO528175856,,https://articulo.mercadolibre.com.co/noindex/questions/MCO528175856?,119900,195,,7,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,pulso en cuero elegante apple watch 42mm y 44mm,generico  oem,para apple watch series: 1 2 3 4 5 6 para modelos de 42mm y 44mm,https://articulo.mercadolibre.com.co/MCO-549757285-pulso-en-cuero-elegante-apple-watch-42mm-y-44mm-_JM,MCO549757285,,https://articulo.mercadolibre.com.co/noindex/questions/MCO549757285?,60990,51,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,apple,,protector screen completo iwatch apple watch todas series,apple,iwatch,https://articulo.mercadolibre.com.co/MCO-617771024-protector-screen-completo-iwatch-apple-watch-todas-series-_JM,MCO617771024,,,17990,5,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,amazfit,,protector amazfit gts marco carcasa funda cubre bordes,amazfit,gts,https://articulo.mercadolibre.com.co/MCO-625633955-protector-amazfit-gts-marco-carcasa-funda-cubre-bordes-_JM,MCO625633955,,,10900,3,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj inteligente smart regalo cumpleanos dia hombre mujer,d13,d13 plus,https://articulo.mercadolibre.com.co/MCO-567493929-reloj-inteligente-smart-regalo-cumpleanos-dia-hombre-mujer-_JM,MCO567493929,,,54700,4,,,0
2021/08/18,Mercado Libre,Telefonia,relojes y joyas,relojes,smartwatches,fossil,,reloj inteligente fossil ftw6035 mujer smartwatch 5 gen,fossil,ftw6035,https://articulo.mercadolibre.com.co/MCO-565630495-reloj-inteligente-fossil-ftw6035-mujer-smartwatch-5-gen-_JM,MCO565630495,,https://articulo.mercadolibre.com.co/noindex/questions/MCO565630495?,1578490,3,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj inteligente smartwatch w8,jaltech,w8,https://articulo.mercadolibre.com.co/MCO-581389501-reloj-inteligente-smartwatch-w8-_JM,MCO581389501,,,89990,3,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,correas,,,correas manillas pulso amazfit gtr 2e /stratos 3 /gtr 47 mm,generica,generica,https://articulo.mercadolibre.com.co/MCO-623382103-correas-manillas-pulso-amazfit-gtr-2e-stratos-3-gtr-47-mm-_JM,MCO623382103,,,18990,19,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,m4,,smart band m4 reloj inteligente smartwatch,m4,m4,https://articulo.mercadolibre.com.co/MCO-541477757-smart-band-m4-reloj-inteligente-smartwatch-_JM,MCO541477757,,,54900,6,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,smartwatch t500 serie 5 multifuncional,t500,2020,https://articulo.mercadolibre.com.co/MCO-579108321-smartwatch-t500-serie-5-multifuncional-_JM,MCO579108321,,,85000,3,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,vidrio templado apple watch 38mm serie 3,optimus technology,watch,https://articulo.mercadolibre.com.co/MCO-478903362-vidrio-templado-apple-watch-38mm-serie-3-_JM,MCO478903362,,,32900,9,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,apple watch pulso en cuero elegante 38mm y 40mm,generico  oem,para apple watch series: 1 2 3 4 5 y 6 para modelos de 38mm y 40mm,https://articulo.mercadolibre.com.co/MCO-549757466-apple-watch-pulso-en-cuero-elegante-38mm-y-40mm-_JM,MCO549757466,,,49990,8,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,correas,,,pulso cuero compatible huawei gt y gt2 de 46mm varios color,sin marca,22mm,https://articulo.mercadolibre.com.co/MCO-611873156-pulso-cuero-compatible-huawei-gt-y-gt2-de-46mm-varios-color-_JM,MCO611873156,,https://articulo.mercadolibre.com.co/noindex/questions/MCO611873156?,55000,20,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,samsung,,reloj tactil compatible samsung androit sim card fotos,samsung,w26,https://articulo.mercadolibre.com.co/MCO-453350258-reloj-tactil-compatible-samsung-androit-sim-card-fotos-_JM,MCO453350258,,https://articulo.mercadolibre.com.co/noindex/questions/MCO453350258?,109900,9,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,protectores de pantalla,,,protector garmin forerunner 945/935 fenix 5/6/5x/6x vidriox2,generico,garmin,https://articulo.mercadolibre.com.co/MCO-599065007-protector-garmin-forerunner-945935-fenix-565x6x-vidriox2-_JM,MCO599065007,,https://articulo.mercadolibre.com.co/noindex/questions/MCO599065007?,29990,51,,6,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,reloj inteligente regalo amor amistad hombre ninos mujer,m3,3,https://articulo.mercadolibre.com.co/MCO-573125692-reloj-inteligente-regalo-amor-amistad-hombre-ninos-mujer-_JM,MCO573125692,,,44500,6,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,mymobile,,reloj celular smartwatch bluetooth camara micro sd sim card,mymobile,w201,https://articulo.mercadolibre.com.co/MCO-450342512-reloj-celular-smartwatch-bluetooth-camara-micro-sd-sim-card-_JM,MCO450342512,,https://articulo.mercadolibre.com.co/noindex/questions/MCO450342512?,49900,1206,,79,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,michael kors,,michael kors access mkgo black reloj smartwatch gps amoled,michael kors,,https://articulo.mercadolibre.com.co/MCO-551907308-michael-kors-access-mkgo-black-reloj-smartwatch-gps-amoled-_JM,MCO551907308,,,897900,1,,,0
2021/08/18,Mercado Libre,Telefonia,relojes y joyas,repuestos para relojes,correas,,,pulso compatible reloj diesel manilla correa24262830mm,diesel,,https://articulo.mercadolibre.com.co/MCO-526089493-pulso-compatible-reloj-diesel-manilla-correa24262830mm-_JM,MCO526089493,,https://articulo.mercadolibre.com.co/noindex/questions/MCO526089493?,116422,41,,6,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,apple,,pulso apple wash tipo nike,apple,watch,https://articulo.mercadolibre.com.co/MCO-598157661-pulso-apple-wash-tipo-nike-_JM,MCO598157661,,https://articulo.mercadolibre.com.co/noindex/questions/MCO598157661?,23900,7,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,samsung,,correa samsung galaxy watch active 2 / 1 cuero pulso manilla,samsung,watch active2 bluetooth,https://articulo.mercadolibre.com.co/MCO-613630154-correa-samsung-galaxy-watch-active-2-1-cuero-pulso-manilla-_JM,MCO613630154,,https://articulo.mercadolibre.com.co/noindex/questions/MCO613630154?,29900,34,,4,5
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,correas,,,2 manillas repuesto silicona compatibles con huawei band 4e,generica,band 4e,https://articulo.mercadolibre.com.co/MCO-620563201-2-manillas-repuesto-silicona-compatibles-con-huawei-band-4e-_JM,MCO620563201,,,26000,12,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,,,correa repuesto smartband huawei honor band 3 reloj pulsera,correa,band 3,https://articulo.mercadolibre.com.co/MCO-535093929-correa-repuesto-smartband-huawei-honor-band-3-reloj-pulsera-_JM,MCO535093929,,https://articulo.mercadolibre.com.co/noindex/questions/MCO535093929?,14490,46,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,samsung,,correa pulsera banda de colores para samsung gear s2 r720,samsung,s2,https://articulo.mercadolibre.com.co/MCO-486671519-correa-pulsera-banda-de-colores-para-samsung-gear-s2-r720-_JM,MCO486671519,,https://articulo.mercadolibre.com.co/noindex/questions/MCO486671519?,45900,307,,23,4
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,generica,,cargador suunto 3 fitness reloj pulsera smartband / spartan,generica,suunto 3 fitness,https://articulo.mercadolibre.com.co/MCO-563116936-cargador-suunto-3-fitness-reloj-pulsera-smartband-spartan-_JM,MCO563116936,,,72750,6,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,protectores de pantalla,,,protector pantalla completa 5d smart watch garmin venu sq,generica,,https://articulo.mercadolibre.com.co/MCO-595366074-protector-pantalla-completa-5d-smart-watch-garmin-venu-sq-_JM,MCO595366074,,,30000,34,,,0
2021/08/18,Mercado Libre,Telefonia,celulares y telefonos,smartwatches y accesorios,smartwatches,amazfit,,pulso amazfit stratos 3 gtr 47mm gtr 2 2e pace metalica,amazfit,,https://articulo.mercadolibre.com.co/MCO-624668375-pulso-amazfit-stratos-3-gtr-47mm-gtr-2-2e-pace-metalica-_JM,MCO624668375,,,29900,4,,,0
